;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;Bank deposit(target);n_marital;b_default;b_housing;b_loan;n_poutcome;b_deposit
10212;50;technician;single;secondary;no;3897.0;no;no;cellular;26.0;oct;298.0;1.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
10213;50;admin.;married;secondary;no;0.0;no;no;cellular;4.0;aug;86.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10214;50;management;married;tertiary;no;-470.0;yes;no;cellular;8.0;may;506.0;2.0;170.0;3.0;failure;no;1;False;True;False;-1;False
10215;50;services;married;secondary;no;254.0;yes;no;cellular;15.0;apr;397.0;2.0;337.0;1.0;failure;no;1;False;True;False;-1;False
10216;50;management;married;tertiary;no;85.0;no;yes;cellular;1.0;jun;141.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
10217;50;management;married;tertiary;no;0.0;no;no;cellular;9.0;jul;243.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10218;50;management;married;tertiary;no;-94.0;no;yes;unknown;25.0;jun;75.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
10219;50;blue-collar;divorced;secondary;no;203.0;yes;no;telephone;19.0;nov;265.0;1.0;127.0;4.0;other;no;-1;False;True;False;0;False
10220;50;blue-collar;married;secondary;no;372.0;yes;no;telephone;11.0;may;21.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10221;50;services;married;secondary;no;1572.0;yes;no;cellular;9.0;jul;185.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10222;50;blue-collar;married;primary;no;8139.0;yes;no;cellular;18.0;aug;256.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10223;50;blue-collar;married;primary;no;1164.0;yes;no;unknown;8.0;may;166.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10224;50;self-employed;married;unknown;no;-84.0;yes;no;unknown;6.0;may;101.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10225;50;blue-collar;married;secondary;no;810.0;yes;no;unknown;14.0;may;19.0;14.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10226;50;management;married;tertiary;no;4374.0;yes;no;cellular;21.0;nov;163.0;2.0;113.0;3.0;failure;no;1;False;True;False;-1;False
10227;50;technician;married;secondary;no;669.0;yes;no;unknown;2.0;jun;88.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10228;50;services;married;primary;no;1260.0;no;no;cellular;18.0;nov;172.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10229;50;admin.;divorced;secondary;no;1111.0;yes;no;cellular;17.0;apr;50.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10230;50;management;divorced;tertiary;no;201.0;yes;no;cellular;24.0;jul;248.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10231;50;technician;married;secondary;no;1130.0;yes;no;cellular;23.0;jul;119.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10232;50;management;married;tertiary;no;207.0;yes;no;cellular;4.0;feb;99.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10233;50;technician;married;secondary;no;1412.0;no;no;cellular;6.0;aug;131.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10234;50;unemployed;divorced;secondary;no;32.0;no;no;cellular;4.0;aug;282.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
10235;50;admin.;divorced;secondary;no;769.0;no;no;cellular;28.0;jul;72.0;2.0;363.0;4.0;failure;no;-1;False;False;False;-1;False
10236;50;unknown;married;unknown;no;558.0;no;no;cellular;9.0;jul;464.0;1.0;683.0;6.0;failure;yes;1;False;False;False;-1;True
10237;50;management;single;tertiary;no;567.0;yes;no;unknown;16.0;may;274.0;8.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10238;50;technician;divorced;secondary;no;-701.0;yes;yes;cellular;24.0;jul;148.0;1.0;-1.0;0.0;unknown;no;-1;False;True;True;0;False
10239;50;management;single;tertiary;no;1200.0;no;no;cellular;14.0;aug;904.0;3.0;-1.0;0.0;unknown;yes;0;False;False;False;0;True
10240;50;management;married;tertiary;no;1240.0;no;no;cellular;12.0;aug;474.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10241;50;entrepreneur;married;secondary;no;1011.0;yes;no;telephone;30.0;jul;340.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10242;50;unemployed;divorced;secondary;no;717.0;yes;no;cellular;30.0;jan;113.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10243;50;housemaid;married;primary;no;0.0;no;no;unknown;20.0;jun;179.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10244;50;services;married;secondary;no;26394.0;no;no;cellular;25.0;aug;206.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10245;50;technician;divorced;secondary;no;-54.0;yes;yes;cellular;13.0;may;698.0;2.0;292.0;1.0;failure;yes;-1;False;True;True;-1;True
10246;50;technician;married;secondary;no;841.0;yes;no;unknown;29.0;may;54.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10247;50;entrepreneur;married;secondary;no;806.0;yes;yes;cellular;7.0;may;141.0;8.0;297.0;2.0;other;no;1;False;True;True;0;False
10248;50;services;married;secondary;no;60.0;no;yes;cellular;27.0;aug;151.0;8.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
10249;50;management;married;secondary;no;732.0;no;no;cellular;7.0;apr;736.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10250;50;blue-collar;divorced;primary;no;1545.0;yes;no;cellular;20.0;nov;25.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10251;50;blue-collar;married;unknown;no;452.0;no;no;cellular;20.0;aug;181.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10252;50;management;single;primary;no;766.0;no;no;unknown;17.0;jun;174.0;2.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
10253;50;blue-collar;married;primary;no;-1.0;no;no;cellular;19.0;aug;195.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10254;50;management;married;tertiary;no;112.0;yes;no;cellular;4.0;nov;70.0;5.0;85.0;5.0;other;no;1;False;True;False;0;False
10255;50;management;married;tertiary;no;78.0;yes;no;cellular;14.0;jan;218.0;3.0;161.0;9.0;other;no;1;False;True;False;0;False
10256;50;technician;married;secondary;no;0.0;no;no;cellular;7.0;jul;152.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10257;50;management;divorced;tertiary;no;356.0;no;no;cellular;8.0;may;198.0;2.0;358.0;5.0;other;no;-1;False;False;False;0;False
10258;50;self-employed;married;tertiary;no;202.0;yes;no;cellular;15.0;apr;107.0;1.0;148.0;4.0;failure;no;1;False;True;False;-1;False
10259;50;blue-collar;married;secondary;no;253.0;yes;yes;cellular;5.0;may;475.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10260;50;management;married;tertiary;no;-470.0;yes;no;cellular;19.0;nov;130.0;2.0;160.0;1.0;failure;no;1;False;True;False;-1;False
10261;50;blue-collar;married;secondary;no;2320.0;yes;no;cellular;7.0;apr;310.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10262;50;technician;divorced;unknown;no;2706.0;yes;no;unknown;28.0;may;179.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10263;50;unknown;married;primary;no;341.0;yes;yes;cellular;20.0;apr;670.0;4.0;340.0;2.0;success;yes;1;False;True;True;1;True
10264;50;entrepreneur;married;tertiary;no;433.0;yes;no;cellular;18.0;may;47.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10265;50;services;married;secondary;no;961.0;no;yes;cellular;14.0;aug;757.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
10266;50;management;married;unknown;no;3304.0;no;no;unknown;5.0;jun;1009.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10267;50;technician;single;secondary;no;246.0;yes;no;cellular;17.0;nov;270.0;1.0;123.0;2.0;failure;no;0;False;True;False;-1;False
10268;50;entrepreneur;married;tertiary;no;52.0;no;no;cellular;31.0;jul;22.0;8.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10269;50;self-employed;married;secondary;no;2061.0;yes;yes;cellular;29.0;jan;197.0;2.0;244.0;3.0;failure;no;1;False;True;True;-1;False
10270;50;blue-collar;married;primary;no;2142.0;yes;no;cellular;29.0;jan;309.0;2.0;224.0;1.0;other;no;1;False;True;False;0;False
10271;50;self-employed;divorced;tertiary;no;13.0;yes;no;cellular;20.0;apr;76.0;1.0;-1.0;0.0;unknown;yes;-1;False;True;False;0;True
10272;50;self-employed;married;secondary;no;36.0;no;no;cellular;13.0;aug;104.0;10.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10273;50;blue-collar;married;secondary;no;579.0;no;no;cellular;26.0;aug;83.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10274;50;housemaid;single;unknown;no;0.0;no;no;telephone;28.0;jul;118.0;8.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
10275;50;services;single;primary;no;148.0;yes;no;unknown;7.0;may;198.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10276;50;technician;married;tertiary;no;199.0;yes;yes;cellular;3.0;feb;116.0;2.0;253.0;1.0;failure;no;1;False;True;True;-1;False
10277;50;technician;married;tertiary;no;3337.0;yes;yes;telephone;31.0;jul;24.0;14.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10278;50;management;divorced;tertiary;no;100.0;yes;yes;cellular;13.0;may;157.0;1.0;299.0;3.0;failure;no;-1;False;True;True;-1;False
10279;50;management;married;tertiary;no;19447.0;yes;yes;cellular;21.0;nov;166.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10280;50;blue-collar;married;unknown;no;2284.0;yes;no;telephone;31.0;jul;1088.0;17.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
10281;50;unemployed;married;secondary;no;3357.0;no;no;cellular;9.0;jun;239.0;4.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
10282;50;blue-collar;married;secondary;no;181.0;yes;no;cellular;17.0;apr;599.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10283;50;management;married;secondary;no;49.0;yes;no;unknown;5.0;may;180.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10284;50;technician;married;primary;no;139.0;no;no;unknown;5.0;may;114.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10285;50;blue-collar;married;primary;no;0.0;no;no;unknown;5.0;may;233.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10286;50;technician;divorced;tertiary;no;173.0;no;yes;unknown;5.0;may;98.0;1.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
10287;50;services;married;secondary;no;5699.0;yes;no;unknown;5.0;may;381.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10288;50;management;single;tertiary;no;297.0;yes;no;unknown;5.0;may;119.0;1.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10289;50;blue-collar;married;primary;no;61.0;yes;no;unknown;5.0;may;621.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10290;50;technician;single;tertiary;no;339.0;yes;no;unknown;5.0;may;2.0;3.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10291;50;technician;married;secondary;no;1234.0;yes;no;unknown;5.0;may;205.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10292;50;blue-collar;married;primary;no;1533.0;yes;no;unknown;5.0;may;325.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10293;50;services;married;secondary;no;206.0;yes;no;unknown;6.0;may;154.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10294;50;management;married;tertiary;no;0.0;no;no;unknown;6.0;may;326.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10295;50;self-employed;married;unknown;no;-84.0;yes;no;unknown;6.0;may;101.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10296;50;technician;married;secondary;no;797.0;yes;no;unknown;6.0;may;354.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10297;50;blue-collar;married;primary;no;71.0;yes;no;unknown;6.0;may;678.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10298;50;management;married;tertiary;no;964.0;yes;no;unknown;6.0;may;323.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10299;50;blue-collar;divorced;secondary;no;41.0;yes;no;unknown;6.0;may;190.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10300;50;management;divorced;secondary;no;1716.0;yes;no;unknown;6.0;may;82.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10301;50;technician;married;primary;no;249.0;yes;no;unknown;6.0;may;129.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10302;50;blue-collar;married;primary;no;156.0;yes;no;unknown;7.0;may;117.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10303;50;blue-collar;married;primary;no;377.0;yes;no;unknown;7.0;may;221.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10304;50;admin.;married;secondary;no;159.0;yes;no;unknown;7.0;may;216.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10305;50;technician;married;secondary;no;73.0;no;no;unknown;7.0;may;93.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10306;50;services;single;primary;no;148.0;yes;no;unknown;7.0;may;198.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10307;50;blue-collar;married;secondary;no;1557.0;yes;no;unknown;7.0;may;263.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10308;50;blue-collar;married;primary;yes;354.0;yes;no;unknown;7.0;may;123.0;2.0;-1.0;0.0;unknown;no;1;True;True;False;0;False
10309;50;blue-collar;divorced;primary;no;149.0;yes;no;unknown;7.0;may;74.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10310;50;blue-collar;married;primary;no;362.0;yes;no;unknown;8.0;may;201.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10311;50;blue-collar;married;primary;no;40.0;yes;no;unknown;8.0;may;152.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10312;50;services;divorced;secondary;no;145.0;yes;no;unknown;8.0;may;170.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10313;50;technician;married;secondary;no;389.0;yes;no;unknown;8.0;may;110.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10314;50;blue-collar;divorced;primary;no;134.0;no;no;unknown;8.0;may;263.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
10315;50;blue-collar;married;primary;no;1164.0;yes;no;unknown;8.0;may;166.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10316;50;management;divorced;tertiary;no;704.0;yes;no;unknown;8.0;may;233.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10317;50;technician;single;tertiary;no;0.0;yes;no;unknown;8.0;may;393.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10318;50;blue-collar;married;primary;no;749.0;no;no;unknown;8.0;may;297.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10319;50;services;single;secondary;no;72.0;no;no;unknown;8.0;may;141.0;2.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
10320;50;blue-collar;married;primary;no;2590.0;yes;no;unknown;9.0;may;257.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10321;50;services;married;tertiary;no;218.0;yes;no;unknown;9.0;may;388.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10322;50;blue-collar;married;primary;no;89.0;yes;no;unknown;9.0;may;210.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10323;50;blue-collar;divorced;primary;no;31.0;yes;no;unknown;9.0;may;237.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10324;50;management;married;tertiary;no;3284.0;yes;no;unknown;9.0;may;51.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10325;50;services;married;secondary;no;107.0;yes;no;unknown;9.0;may;71.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10326;50;technician;married;secondary;no;103.0;yes;no;unknown;12.0;may;79.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10327;50;management;married;tertiary;no;107.0;yes;no;unknown;12.0;may;1002.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10328;50;admin.;single;secondary;no;424.0;yes;no;unknown;12.0;may;72.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10329;50;admin.;married;secondary;no;1114.0;yes;yes;unknown;12.0;may;298.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10330;50;blue-collar;married;primary;no;-37.0;yes;no;unknown;12.0;may;78.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10331;50;management;married;primary;no;478.0;no;no;unknown;13.0;may;126.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10332;50;blue-collar;married;secondary;no;160.0;yes;no;unknown;13.0;may;334.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10333;50;blue-collar;married;primary;no;5356.0;no;no;unknown;13.0;may;289.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10334;50;unemployed;married;secondary;no;3478.0;yes;no;unknown;13.0;may;342.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10335;50;management;single;tertiary;no;1300.0;yes;no;unknown;13.0;may;379.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10336;50;blue-collar;married;primary;no;419.0;yes;no;unknown;13.0;may;116.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10337;50;admin.;married;secondary;no;1917.0;yes;no;unknown;14.0;may;200.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10338;50;admin.;married;secondary;no;736.0;yes;no;unknown;14.0;may;74.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10339;50;blue-collar;divorced;secondary;no;204.0;yes;yes;unknown;14.0;may;421.0;1.0;-1.0;0.0;unknown;no;-1;False;True;True;0;False
10340;50;services;married;secondary;no;2956.0;yes;no;unknown;14.0;may;686.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10341;50;management;married;secondary;no;0.0;yes;no;unknown;14.0;may;94.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10342;50;management;married;secondary;no;0.0;yes;no;unknown;14.0;may;214.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10343;50;blue-collar;married;secondary;no;2087.0;yes;no;unknown;14.0;may;371.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10344;50;blue-collar;married;secondary;no;606.0;yes;no;unknown;14.0;may;673.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10345;50;admin.;divorced;secondary;yes;-500.0;yes;no;unknown;14.0;may;148.0;3.0;-1.0;0.0;unknown;no;-1;True;True;False;0;False
10346;50;unemployed;married;secondary;no;-13.0;yes;no;unknown;14.0;may;554.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10347;50;entrepreneur;married;tertiary;no;-52.0;yes;no;unknown;14.0;may;166.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10348;50;blue-collar;married;secondary;no;810.0;yes;no;unknown;14.0;may;19.0;14.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10349;50;technician;married;tertiary;no;2938.0;yes;no;unknown;15.0;may;170.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10350;50;blue-collar;married;secondary;no;95.0;yes;no;unknown;15.0;may;468.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10351;50;management;married;tertiary;no;-516.0;yes;no;unknown;15.0;may;226.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10352;50;blue-collar;married;primary;no;5131.0;yes;no;unknown;15.0;may;114.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10353;50;management;married;tertiary;yes;-143.0;yes;no;unknown;15.0;may;305.0;3.0;-1.0;0.0;unknown;no;1;True;True;False;0;False
10354;50;blue-collar;single;secondary;no;708.0;yes;no;unknown;15.0;may;104.0;1.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10355;50;technician;married;secondary;no;892.0;yes;yes;unknown;15.0;may;234.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10356;50;blue-collar;married;unknown;no;605.0;yes;no;unknown;15.0;may;200.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10357;50;blue-collar;married;primary;no;2212.0;yes;no;unknown;15.0;may;116.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10358;50;services;single;secondary;no;516.0;yes;no;unknown;15.0;may;187.0;1.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10359;50;entrepreneur;married;primary;no;461.0;yes;no;unknown;15.0;may;651.0;32.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
10360;50;management;married;tertiary;no;101.0;yes;no;unknown;15.0;may;348.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10361;50;management;married;tertiary;no;106.0;yes;no;unknown;15.0;may;388.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10362;50;management;married;tertiary;no;4904.0;yes;no;unknown;15.0;may;438.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10363;50;housemaid;married;primary;no;395.0;yes;no;unknown;15.0;may;419.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10364;50;blue-collar;married;secondary;no;1604.0;yes;no;unknown;15.0;may;267.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10365;50;blue-collar;married;secondary;no;6258.0;yes;no;unknown;15.0;may;139.0;7.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10366;50;admin.;divorced;secondary;no;1332.0;yes;no;unknown;16.0;may;95.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10367;50;entrepreneur;married;secondary;no;556.0;yes;no;unknown;16.0;may;130.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10368;50;admin.;divorced;secondary;no;363.0;yes;no;unknown;16.0;may;1340.0;1.0;-1.0;0.0;unknown;yes;-1;False;True;False;0;True
10369;50;management;single;tertiary;no;567.0;yes;no;unknown;16.0;may;274.0;8.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10370;50;management;divorced;tertiary;no;318.0;yes;no;unknown;16.0;may;788.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10371;50;blue-collar;married;primary;no;231.0;yes;no;unknown;16.0;may;171.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10372;50;admin.;married;secondary;no;1906.0;no;no;unknown;16.0;may;174.0;17.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10373;50;management;divorced;primary;no;-6.0;yes;no;unknown;19.0;may;92.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10374;50;blue-collar;divorced;secondary;no;2402.0;yes;no;unknown;19.0;may;219.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10375;50;services;divorced;secondary;no;256.0;yes;no;unknown;19.0;may;316.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10376;50;services;married;secondary;no;1463.0;yes;no;unknown;19.0;may;380.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10377;50;services;divorced;secondary;no;761.0;yes;no;unknown;19.0;may;169.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10378;50;blue-collar;married;secondary;no;170.0;yes;yes;unknown;19.0;may;234.0;13.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10379;50;technician;married;unknown;no;413.0;yes;no;unknown;19.0;may;243.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10380;50;blue-collar;married;primary;no;2610.0;yes;yes;unknown;20.0;may;181.0;6.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10381;50;technician;married;tertiary;no;247.0;no;no;unknown;23.0;may;173.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10382;50;admin.;married;secondary;no;0.0;yes;yes;unknown;23.0;may;97.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10383;50;entrepreneur;married;tertiary;no;1605.0;yes;no;unknown;23.0;may;22.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10384;50;technician;married;tertiary;no;199.0;yes;yes;unknown;26.0;may;79.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10385;50;services;married;secondary;no;683.0;yes;yes;unknown;26.0;may;129.0;3.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10386;50;admin.;single;secondary;no;1651.0;yes;no;unknown;26.0;may;41.0;2.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10387;50;blue-collar;married;primary;no;14.0;yes;yes;unknown;26.0;may;68.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10388;50;services;married;secondary;no;517.0;yes;no;unknown;26.0;may;420.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10389;50;technician;single;secondary;no;-463.0;yes;no;unknown;27.0;may;269.0;3.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10390;50;technician;married;secondary;no;-157.0;yes;no;unknown;27.0;may;353.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10391;50;blue-collar;married;secondary;no;74.0;yes;yes;unknown;27.0;may;146.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10392;50;management;married;secondary;no;-44.0;yes;no;unknown;27.0;may;45.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10393;50;blue-collar;married;primary;no;490.0;yes;no;unknown;28.0;may;151.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10394;50;blue-collar;married;primary;no;1203.0;yes;yes;unknown;28.0;may;66.0;7.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10395;50;admin.;married;secondary;no;3636.0;no;no;unknown;28.0;may;290.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
10396;50;self-employed;divorced;tertiary;no;59.0;yes;no;unknown;28.0;may;67.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10397;50;technician;married;secondary;no;-568.0;yes;yes;unknown;28.0;may;860.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
10398;50;admin.;single;secondary;no;330.0;yes;no;unknown;28.0;may;24.0;1.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
10399;50;technician;divorced;unknown;no;2706.0;yes;no;unknown;28.0;may;179.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10400;50;blue-collar;married;secondary;no;-160.0;yes;no;unknown;28.0;may;600.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10401;50;management;married;secondary;no;-187.0;yes;no;unknown;29.0;may;31.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10402;50;technician;divorced;unknown;no;1328.0;yes;no;unknown;29.0;may;140.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
10403;50;blue-collar;married;primary;no;84.0;yes;no;unknown;29.0;may;179.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
10404;50;retired;married;secondary;no;6998.0;yes;no;unknown;29.0;may;1196.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
