;Title;Number of review;Catagory;Reveiw Comment;Popular food;Online Order;n_Online Order
7811;Seema's Indian Kitchen;1 review;American;“Expensive averageness”;steak;Yes;1
7812;The Juicy Seafood;1 review;Taiwanese, Chinese;“The lobster bisque was velvety and luscious.”;No;Yes;1
7813;Tangy Noodle;3;Steakhouse, Bar;“Typical Dunkin experience”;No;Yes;1
7814;Nom!;1 review;Japanese, Seafood;“We Bought Some Breakfast”;No;Yes;1
7815;Subway;3;Pizza;“Leave it to Sushi Chef!”;No;Yes;1
7816;Ampia Restaurant & Rooftop;10;Japanese, Sushi;“Average”;No;Yes;1
7817;Lucille's Coffee and Cocktails;1 review;Indian;“We had a party of four and ordered three entrees to share and one vegetarian...”;No;Yes;1
7818;Luv Tea;1 review;Chinese;“Grabbed Some Snacks”;No;Yes;1
7819;Sea Fire Grill;1,137;Indian, Asian;“Great Thai food”;No;Yes;1
7820;Sweetgreen;1 review;Mediterranean, Turkish;“The food is really good but watch their...”;No;Yes;1
7821;Dunkin';2;American;“Was better last year”;No;Yes;1
7822;Ms. Yoo;1 review;Steakhouse, American;“EXCELLENT RESTAURANT”;No;Yes;1
7823;Caridad Restaurant;1 review;Steakhouse, American;“Very Authentic & Delicious”;No;Yes;1
7824;Krispy Kreme;3;Steakhouse, American;“New Customer”;No;Yes;1
7825;Momoya Soho;9;Steakhouse, American;“Bubblicious!”;No;Yes;1
7826;Dos Toros Taqueria;1 review;Steakhouse, American;“My steak was delectable and cooked to perfection.”;No;No;0
7827;Dunkin';1 review;Steakhouse, American;No;No;No;0
7828;Riossi Pizza;1 review;Steakhouse, American;No;No;No;0
7829;Hanabi;2;Steakhouse, American;No;No;No;0
7830;Con Sabor A Mexico;1 review;Steakhouse, American;No;No;No;0
7831;Saar Indian Bistro;98;Steakhouse, American;No;No;No;0
7832;7-Eleven;4;Steakhouse, American;No;No;No;0
7833;One Two Thai;9;Steakhouse, American;No;No;No;0
7834;Carol's Cafe;2;Steakhouse, American;No;No;No;0
7835;Golden Forest;2;Steakhouse, American;No;No;No;0
7836;Royal Bangladesh Indian Restaurant;22;Steakhouse, American;No;No;No;0
7837;Lezzet Mediterranean Turkish Restaurant;17;Steakhouse, American;No;No;No;0
7838;U Like Chinese Takeout;1 review;Steakhouse, American;No;No;No;0
7839;Blue & Gold Deli;1 review;Steakhouse, American;No;No;No;0
7840;Jerk Off the Grill;2;Steakhouse, American;No;No;No;0
7841;Playa Bowls - Mercedes Club NYC;1 review;Steakhouse, American;No;No;No;0
7842;Gong Cha Chinatown;4;Steakhouse, American;No;No;No;0
7843;Tabernacle Steakhouse;7;Steakhouse, American;No;No;No;0
7844;Ben & Jack's Steakhouse;87;Bar, American;“The bartender/server suggested the ribeye as well as the special mashed potat...”;ribeye;Yes;1
7845;Billy's Bakery;1 review;Cafe;“Finally! A great place to wait for the...”;Steak;Yes;1
7846;Soho Snacks;1 review;American, Steakhouse;“Superb Steak, really delicious”;sashimi;Yes;1
7847;Little Italy Pizza;1 review;Asian, Vietnamese;“Good pizza in north Harlem”;dumplings;Yes;1
7848;Hole In The Wall;2;Sushi;““Best Kept Secret in Dumbo””;steak;Yes;1
7849;Burger King;1 review;Chinese, Asian;“No Frills Sushi Restaurant”;No;Yes;1
7850;Royal 35 Steakhouse;591;Japanese, Sushi;“Definitely NOT worth the money”;No;Yes;1
7851;Mama Tina's Pizza;2;Japanese, Sushi;“Good sushi”;No;Yes;1
7852;Sopra;1 review;Cafe;“... notch, including the O-toro sashimi.”;No;Yes;1
7853;Pinky's Space;1 review;American, Pub;“correct for NYC but not really Greek”;No;Yes;1
7854;iPizza NY;1 review;Chinese, Asian;“My Mexican go-to in Tribeca”;No;Yes;1
7855;NY Bagels & Cafe;1 review;Mexican;“Super dumplings!”;No;Yes;1
7856;Em Vietnamese Bistro;5;Chinese;“Typical”;No;Yes;1
7857;JR Sushi;11;Mediterranean, Turkish;“Very Authentic & Delicious”;No;Yes;1
7858;Bangklyn East Harlem;1 review;Greek;“Expensive but nice place to eat”;No;Yes;1
7859;Mr. Chow - TriBeca;206;American;“Average food at this typical national...”;No;Yes;1
7860;Sushi on Jones;6;Cafe;“Best vegan ice cream in the city”;No;Yes;1
7861;7-Eleven;1 review;Steakhouse, American;“My steak was delectable and cooked to perfection.”;No;No;0
7862;Hatsuhana Sushi Restaurant;425;Steakhouse, American;No;No;No;0
7863;C Tea;1 review;Steakhouse, American;No;No;No;0
7864;Golden Manna Bakery;1 review;Steakhouse, American;No;No;No;0
7865;Village Tavern;7;Steakhouse, American;No;No;No;0
7866;Crossroads American Grille;1 review;Steakhouse, American;No;No;No;0
7867;Mariachi's;3;Steakhouse, American;No;No;No;0
7868;Tim Ho Wan East Village;207;Steakhouse, American;No;No;No;0
7869;7-Eleven;1 review;Steakhouse, American;No;No;No;0
7870;Yo Sushi;1 review;Steakhouse, American;No;No;No;0
7871;Healthy Greens Gourmet Deli;1 review;Steakhouse, American;No;No;No;0
7872;TSQ taqueria;1 review;Steakhouse, American;No;No;No;0
7873;King Wok;8;Steakhouse, American;No;No;No;0
7874;Lezzet Mediterranean Turkish Restaurant;17;Steakhouse, American;No;No;No;0
7875;Europa Cafe;10;Steakhouse, American;No;No;No;0
7876;Applebee's;7;Steakhouse, American;No;No;No;0
7877;Van Leeuwen;2;Steakhouse, American;No;No;No;0
7878;C&B;1 review;Steakhouse, American;No;No;No;0
7879;DisFruta;1 review;Steakhouse, American;No;No;No;0
7880;Tabernacle Steakhouse;7;Steakhouse, American;No;No;No;0
7881;Little Alley;44;Asian, Chinese;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;Dumplings;Yes;1
7882;Ludlow House;4;American;“Okay”;ribeye;Yes;1
7883;Anotheroom;7;Bar, Pub;“For a drink”;sliders;Yes;1
7884;Blue Dog Kitchen;1 review;South American, Colombian;“Cute and handy market”;steak;Yes;1
7885;El Recuerdo;1 review;Bar, American;“The bartender/server suggested the ribeye as well as the special mashed potat...”;No;Yes;1
7886;Space Market;2;American;“Your average Chipotle Mexican Grill”;No;Yes;1
7887;Ben & Jack's Steakhouse;87;Mexican;“good food”;No;Yes;1
7888;Chipotle Mexican Grill;2;Pizza;“I had the sliders and a green salad with a tasty lemony vinaigrette.”;No;Yes;1
7889;Akami Sushi;1 review;Pub, Gastropub;“Good old subway”;No;Yes;1
7890;Juice Generation;1 review;Deli;“Great Bacon Egg and Cheese”;No;Yes;1
7891;Taco Grill;3;Pizza;“Good take out”;No;No;0
7892;IPizzaNY;1 review;Steakhouse, American;“My steak was delectable and cooked to perfection.”;No;No;0
7893;The Elgin;55;Pub;“Third time I've been here - some of the...”;No;No;0
7894;Subway;7;Healthy;“Consistantly Great Food”;No;No;0
7895;Dave's Gourmet;3;Cafe;“Amazing!!!”;No;No;0
7896;That's Amore Pizzeria;1 review;Seafood;“Decent Thai restaurant with comfortable...”;No;No;0
7897;JP Street;1 review;Wine Bar, Mediterranean;“Good Indian food. Reasonably priced”;No;No;0
7898;Charley Mom Restaurant;3;Indian;“Delicious food”;No;No;0
7899;Tabernacle Steakhouse;7;Seafood;“Varrick McDonals Small but Gets the Job...”;No;No;0
7900;Gael Pub;1 review;American;“Went in for quickl hamburger and coke”;No;No;0
7901;Punjabi Diner;1 review;African;“Quick Snack Purchase”;No;No;0
7902;Just Salad;1 review;Italian, Mediterranean;“Tried their Hawaiian plate and it was okay”;No;No;0
7903;The Granddaddy;2;American;“So-So Pizza at JFK Terminal 1”;No;No;0
7904;House Of Seafood Express;2;Fast Food;“Worth the price”;No;No;0
7905;Balzem;100;Chinese;No;No;No;0
7906;Very Thai Restaurant;5;Pizza, Fast Food;No;No;No;0
7907;Kabab Bites;4;Chinese, Steakhouse;No;No;No;0
7908;El Puerto Seafood;1 review;Chinese, Steakhouse;No;No;No;0
7909;The Saddle Room at the Shelbourne Hotel;4;Chinese, Steakhouse;No;No;No;0
7910;Pikine;1 review;Chinese, Steakhouse;No;No;No;0
7911;Casa Soglia;1 review;Chinese, Steakhouse;No;No;No;0
7912;McDonald's;5;Chinese, Steakhouse;No;No;No;0
7913;Wendy's;2;Chinese, Steakhouse;No;No;No;0
7914;7-Eleven;2;Chinese, Steakhouse;No;No;No;0
7915;Fresh Wok;3;Chinese, Steakhouse;No;No;No;0
7916;PZA;4;Chinese, Steakhouse;No;No;No;0
7917;Brooklyn Chop House - Times Square;3;Chinese, Steakhouse;No;No;No;0
7918;Stone Bridge Pizza & Salad;41;Pizza, Italian;“Good, not typical NY slice”;steak;Yes;1
7919;Domino's Pizza;5;Pizza;“Your standard delivery pizza.”;Steak;Yes;1
7920;Milk Bar West Village;5;Greek;“Worth a Visit”;pizza;Yes;1
7921;The Roadside Grill;3;Steakhouse, American;“Good Food Truck Eats”;paella;Yes;1
7922;P & M Pizza & Restaurant;2;American;“Lunch”;No;Yes;1
7923;Lola Lola Restaurant & Bar;3;Caribbean, Cuban;“Alright Experience”;No;Yes;1
7924;Tabernacle Steakhouse;7;Chinese, Asian;“My steak was delectable and cooked to perfection.”;No;Yes;1
7925;Subway;1 review;American, Steakhouse;“Fabulous ambiance and food”;No;Yes;1
7926;Harmony Kitchen;1 review;Asian;“Not recommended”;No;Yes;1
7927;Jimbo's Restaurant;1 review;American;“Superb Steak, really delicious”;No;Yes;1
7928;La Cubana New York;4;American, Caribbean;“Try the Beef with String beans with the...”;No;Yes;1
7929;Da Yu Hot Pot;3;Diner;“Southern classics”;No;Yes;1
7930;Royal 35 Steakhouse;591;Chinese;“Great Little Devil”;No;Yes;1
7931;Hung Chow Restaurant;1 review;Chinese;“Nice during the week No lunch or dinner...”;No;Yes;1
7932;Wholesome Garden Pizza;1 review;Greek;“🧀 H A L L O U M I 🧀”;No;No;0
7933;Jacky's;1 review;Italian, Pizza;“Delicious thin crust pizza”;No;No;0
7934;Profit II;7;Mexican;“Grotty and dirty -basic pizza not okay”;No;No;0
7935;Pop;1 review;Mediterranean, European;“Small place but great food and price!”;No;No;0
7936;Miss Mamie's Spoonbread Too;102;Pizza;“Great food, nice location but very loud”;No;No;0
7937;El Diablito Taqueria;3;Cafe;“Best paella outside of Spain!”;No;No;0
7938;Tenth Avenue Diner;2;Fast Food, European;“Coffee in a Hurry”;No;No;0
7939;No 1 Chinese Restaurant;1 review;Indian, Healthy;“Lackluster Coffee Served Lukewarm”;No;No;0
7940;Silver Palace Chinese Restaurant;1 review;Mediterranean, Turkish;“Weekend Getaway with Dinner and a Show”;No;No;0
7941;Grk Fresh Greek;3;Mediterranean, Turkish;“Not such a great experience!”;No;No;0
7942;Motorino;48;Mediterranean, Turkish;“Very Authentic & Delicious”;No;No;0
7943;Panda House;1 review;Mediterranean, Turkish;No;No;No;0
7944;New Arping;1 review;Mediterranean, Turkish;No;No;No;0
7945;Lower East Side Pizza;2;Mediterranean, Turkish;No;No;No;0
7946;Taqueria San Pedro;3;Mediterranean, Turkish;No;No;No;0
7947;cozumel Tortilla;4;Mediterranean, Turkish;No;No;No;0
7948;Socarrat Paella Bar - Midtown East;191;Mediterranean, Turkish;No;No;No;0
7949;Domino's Pizza;1 review;Mediterranean, Turkish;No;No;No;0
7950;Starbucks;3;Mediterranean, Turkish;No;No;No;0
7951;Joe & The Juice;2;Mediterranean, Turkish;No;No;No;0
7952;Gina La Fornarina;3;Mediterranean, Turkish;No;No;No;0
7953;Manchi;2;Mediterranean, Turkish;No;No;No;0
7954;Lezzet Mediterranean Turkish Restaurant;17;Mediterranean, Turkish;No;No;No;0
7955;Socarrat Paella Bar - Chelsea;225;Seafood, Mediterranean;“We took the combined poultry and seafood paella and started with some appetiz...”;seafood paella;Yes;1
7956;Barcelona Bar;9;Deli;“Best bar for SHOTS!!”;Dumplings;Yes;1
7957;Wendy's;4;Mexican;“Not bad, not great”;French Onion Soup;Yes;1
7958;Broadway Gourmet;2;American;“샐러드도 맛있고 편하고 .”;sashimi;Yes;1
7959;Jesus Taco Tex-Mex Grill;1 review;American, Grill;“Hookah”;tuna;Yes;1
7960;Aziza Cafe and Lounge;5;Venezuelan, South American;“Small pizza place and store”;No;Yes;1
7961;Brickyard craft kitchen & beer;1 review;Asian, Chinese;“Average place, average service.”;No;Yes;1
7962;Lenny's Sub Shop;1 review;Mexican;“Mortales!”;No;Yes;1
7963;Changle Xin Fan Zhuang;2;Chinese, American;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;No;Yes;1
7964;Marco Polo Pizza Cafe;40;Japanese, American;“7 shrimp for $20”;No;Yes;1
7965;SoHo Park;2;French, American;“Tex Mex food”;No;Yes;1
7966;Patacon Pisao Truck;44;Fast Food;“Doughlicious!”;No;Yes;1
7967;Little Alley;1 review;American;“We had French Onion Soup, which was delicious.”;No;Yes;1
7968;Local Cafe - East;1 review;Japanese, Sushi;“Awful service”;No;Yes;1
7969;Taco Rey Restaurant 2;4;Mediterranean;“Okay food that hits the spot!”;No;Yes;1
7970;Lucky Lee's;2;Chinese;“Good Lunch”;No;Yes;1
7971;Moes Southwest Grill;3;American, Steakhouse;“best LES”;No;Yes;1
7972;The Dough Club;67;Bar, Pub;“... notch, including the O-toro sashimi.”;No;Yes;1
7973;Quality Bistro;5;Mediterranean, Turkish;“Hookah smelled great and the tea was good”;No;No;0
7974;Port Gourmet Deli;4;Mediterranean, Turkish;“VERY good lunch for the price”;No;No;0
7975;Mighty Bowl;1 review;Mediterranean, Turkish;“Excellent lunch of Chicken with Broccoli...”;No;No;0
7976;Pancho's Antojitos Mexicano;5;Mediterranean, Turkish;“Highlights were the tuna tartare appetizer and the salmon entree.”;No;No;0
7977;Pret A Manger;2;Mediterranean, Turkish;“Corner shop with a few in door seats by...”;No;No;0
7978;The Flower Shop;425;Mediterranean, Turkish;“Shame spiral”;No;No;0
7979;Hatsuhana Sushi Restaurant;1 review;Mediterranean, Turkish;“Very good place for lunch”;No;No;0
7980;The Beanery;1 review;Mediterranean, Turkish;“Small deli with small choices!”;No;No;0
7981;Kennedy Fried Chicken;6;Mediterranean, Turkish;“Very Authentic & Delicious”;No;No;0
7982;Sultana;3;Mediterranean, Turkish;No;No;No;0
7983;Jimmy's House;4;Mediterranean, Turkish;No;No;No;0
7984;New Golden Star;114;Mediterranean, Turkish;No;No;No;0
7985;David Burke Tavern;3;Mediterranean, Turkish;No;No;No;0
7986;Subway;1 review;Mediterranean, Turkish;No;No;No;0
7987;Small Peace;4;Mediterranean, Turkish;No;No;No;0
7988;McDonald's;19;Mediterranean, Turkish;No;No;No;0
7989;Bounce Sporting Club;4;Mediterranean, Turkish;No;No;No;0
7990;Le Basket;17;Mediterranean, Turkish;No;No;No;0
7991;Lezzet Mediterranean Turkish Restaurant;No;Mediterranean, Turkish;No;No;No;0
7992;Allora Fifth Ave;9;Italian, Mediterranean;“Good experience for dinner”;Steak;Yes;1
7993;Hot and Tasty Bagels and Deli;1 review;Chinese;“anything you want and quick...”;Dumplings;Yes;1
7994;New Aroma Chinese Restaurant;1 review;African;“Best Bouye Juice, EVER!!!!!!!!”;tuna;Yes;1
7995;Bully's Deli;9;American, Steakhouse;“Superb Steak, really delicious”;French Onion Soup;Yes;1
7996;Keur Coumba Restaurant;2;American;“Always refreshing”;Sushi;Yes;1
7997;Unicorn Restaurant;1 review;American, Contemporary;“Upstairs, a decent restaurant...”;No;Yes;1
7998;Royal 35 Steakhouse;591;American, Seafood;“Very Reasonable Spanish takeout...”;No;Yes;1
7999;Tropical Isle Caribbean Restaurant;1 review;Mexican;“Large portions of pretty good food”;No;Yes;1
8000;KFC;5;Asian, Chinese;“Best oysters in my life”;No;Yes;1
8001;Merchants Cigar Bar;8;Asian, Korean;“Review”;No;Yes;1
8002;El Chevere Cuchifrito;3;Mexican;“Was my go to Dominican restaurant but not...”;No;Yes;1
8003;Empire Corner II;2;American, Steakhouse;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;No;Yes;1
8004;MERMAID OYSTER BAR TIMES SQUARE;9;Chinese;“Sandwiches for Lunch”;No;Yes;1
8005;Lima Limon Peruvian Cuisine;1 review;Seafood;“Just stinkin awesome”;No;Yes;1
8006;Saltbae Burger;8;French, American;“Highlights were the tuna tartare appetizer and the salmon entree.”;No;No;0
8007;Elena's Restaurant 43;4;Mexican;“Average McDonald's but with longer than...”;No;No;0
8008;Just Delicious;1 review;Deli;“Sandwich Stop”;No;No;0
8009;Taco Bell;1 review;Mexican;“Fresh fish”;No;No;0
8010;Little Alley;44;Japanese, Seafood;“We had French Onion Soup, which was delicious.”;No;No;0
8011;Subway;2;Japanese, Seafood;“Decent take-out pizza!”;No;No;0
8012;Mehanata Bulgarian Bar;2;Japanese, Seafood;“Leave it to Sushi Chef!”;No;No;0
8013;Papa Johns Pizza;1 review;Japanese, Seafood;No;No;No;0
8014;R Music Bistro Bar;1 review;Japanese, Seafood;No;No;No;0
8015;Tacos Y Quesadillas Mexico;1 review;Japanese, Seafood;No;No;No;0
8016;David Burke Tavern;114;Japanese, Seafood;No;No;No;0
8017;McDonald's;4;Japanese, Seafood;No;No;No;0
8018;Subway;4;Japanese, Seafood;No;No;No;0
8019;Green Generation NYC;1 review;Japanese, Seafood;No;No;No;0
8020;Panda Chinese Restaurant;1 review;Japanese, Seafood;No;No;No;0
8021;The Standard SeaShack;2;Japanese, Seafood;No;No;No;0
8022;Quality Bistro;67;Japanese, Seafood;No;No;No;0
8023;Pizza Stop;6;Japanese, Seafood;No;No;No;0
8024;Taco House;1 review;Japanese, Seafood;No;No;No;0
8025;Cafe'o;1 review;Japanese, Seafood;No;No;No;0
8026;Hector's Mexican Cuisine;1 review;Japanese, Seafood;No;No;No;0
8027;Sheetz;1 review;Japanese, Seafood;No;No;No;0
8028;Momoya Soho;9;Japanese, Seafood;No;No;No;0
8029;Lezzet Mediterranean Turkish Restaurant;17;Mediterranean, Turkish;“Very Authentic & Delicious”;dumplings;Yes;1
8030;Sariku;3;Bar, American;“Fine”;carbonara;Yes;1
8031;Flight 151;34;Chinese, Asian;“Local bar”;Sushi;Yes;1
8032;Subway;3;Chinese, Asian;“Normal Subway franchise, normal menu”;Crab Cakes;Yes;1
8033;Josie's Bar;1 review;Italian, Seafood;“Not bad, not real good”;French Onion Soup;Yes;1
8034;China Moon;30;African, Middle Eastern;“Super dumplings!”;No;Yes;1
8035;Tim Ho Wan East Village;207;Italian, Romana;“Unexpected surprise”;No;Yes;1
8036;Aquamarina Restaurant;9;Bar, Pub;“Adjust your Expectations”;No;Yes;1
8037;Windows on the Hudson;2;Mexican;“The restaurant is a classic, but it is...”;No;Yes;1
8038;Fischer Bros & Leslie;3;Mexican, Spanish;“Good Poke Bowl in Underground Market”;No;Yes;1
8039;Yong Kang Street;3;Japanese, Seafood;“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”;No;Yes;1
8040;Lite Touch on A;1 review;Middle Eastern, American;“Good Burger - Average Service”;No;Yes;1
8041;Lupa Osteria Romana;983;Pub;“Not good”;No;Yes;1
8042;Soho Bistro;13;Chinese;“Cute Restaurant, Cheap Drinks, Okay food!”;No;Yes;1
8043;McDonald's;5;Asian;“Great for a cheap bite to eat”;No;Yes;1
8044;Los Amigos Mexican Restaurant;2;Chinese, Steakhouse;“Yummy biryani”;No;Yes;1
8045;El Nuevo Amanecer;9;Italian;“Leave it to Sushi Chef!”;No;No;0
8046;Lahori Kabab;8;Mexican;“Simple Middle Eastern meal”;No;No;0
8047;Momoya Soho;9;Chinese, Asian;“Chinatown Ladies With Big Hit Cheap Lunch...”;No;No;0
8048;Kazuza;9;Seafood, Soups;“Dive Bar”;No;No;0
8049;Carol's Bun;3;European;“Empfehlenswerter China-Imbiss in Harlem”;No;No;0
8050;Reif's Tavern;5;Japanese, Sushi;“Cheap & decent”;No;No;0
8051;Golden Wok;2;French, American;“Worth the price”;No;No;0
8052;Potluck;2;French, American;“Very disappointing”;No;No;0
8053;Brooklyn Chop House - Times Square;3;French, American;“第一次”;No;No;0
8054;Golden Phoenix Restaurant;1 review;French, American;“I like Taco Bell and the food here is...”;No;No;0
8055;Sant Ambroeus Coffee Bar;4;French, American;“great marketing not great food”;No;No;0
8056;McDonald's;3;French, American;“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”;No;No;0
8057;Taco Bell;6;French, American;“Leave this to the tired businessmen...”;No;No;0
8058;Jue Lan Club;61;French, American;“Nice neighborbood eatery.”;No;No;0
8059;Benjamin Steakhouse Prime;309;French, American;“Excellent Food, Super Clean, Great staff”;No;No;0
8060;Cafe 57 at Hearst Tower;2;French, American;“Such a turn-off for eating inside here...”;No;No;0
8061;East End Bar & Grill;4;French, American;“Hardly seasoned”;No;No;0
8062;Chick-fil-A;2;French, American;“We had French Onion Soup, which was delicious.”;No;No;0
8063;Le Pain Quotidien;18;French, American;No;No;No;0
8064;Kitaro Sushi;20;French, American;No;No;No;0
8065;Quality Bistro;67;French, American;No;No;No;0
8066;Tangy Noodle;3;Chinese, Asian;“Great quality for the price!”;ribeye;Yes;1
8067;Century Super Buffet;19;Asian;“Average prices, place needs an update.”;tuna;Yes;1
8068;Caridad Restaurant;3;Mexican;“Yummy chicken and drinks!”;French toast;Yes;1
8069;Zaragoza;2;Pub;“Needle in a haystack....find this needle”;fries;Yes;1
8070;McDonald's;8;Seafood, Soups;“Opens 24 hours. Clean, large”;No;Yes;1
8071;Tubby Hook Tavern;8;Asian, Chinese;“Den of Thieves”;No;Yes;1
8072;Benjamin Steakhouse;2,490;Japanese;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;No;Yes;1
8073;Rakka Cafe;2;Fast Food;“Awesome!!”;No;Yes;1
8074;Tulcingo Bakery;3;American, Seafood;“Dolci a colazione”;No;Yes;1
8075;East Palace;12;American, Bar;“Food better than decor”;No;Yes;1
8076;A1 Asian Fusion;2;Chinese;“BAD EXPERIENCE!!!!”;No;Yes;1
8077;Popeyes Louisiana Kitchen;23;Indian;“Not all staff wore masks and restaurant...”;No;Yes;1
8078;MERMAID OYSTER BAR TIMES SQUARE;9;Wine Bar, Mediterranean;“Best oysters in my life”;No;Yes;1
8079;Duke's;13;Italian;“Frankly the service needs some repair”;No;Yes;1
8080;Atomic Wings;2;American;“Picked up some great wings”;No;Yes;1
8081;Ocean Restaurant;3;Pizza;“Average Chinese Take-out Place”;No;Yes;1
8082;Kent's Dumpling House;2;Pizza, Cafe;“Not good”;No;Yes;1
8083;Simon indian palace;8;Pizza;“Started out well but has fallen”;No;No;0
8084;Balzem;100;Italian, International;“Amazing!!!”;No;No;0
8085;Messeria;2;Cajun & Creole;“Wrong restaurant name - please see...”;No;No;0
8086;Atomic Wings;9;Greek, Cafe;“So Bad I was Literally Laughing”;No;No;0
8087;Pizza Hut;5;American;“Hello its a Pizza Hut”;No;No;0
8088;Flavors;5;American, Bar;“Worthless Attempt to Get Lunch and Give...”;No;No;0
8089;Strokos Deli Pizza & Catering;2;Mediterranean, Healthy;“Grabbed some dessert and pizza to go”;No;No;0
8090;Vestry;24;Bar, Pub;“The tuna toast !”;No;No;0
8091;Sona;33;Bar, Pub;“Good Service but food was average for an...”;No;No;0
8092;Pronto Pizza;17;Bar, Pub;“Decent slice - cheap eats near Rockefeller”;No;No;0
8093;Lincoln Park Grill;3;Bar, Pub;“Good spot for drinks”;No;No;0
8094;Le Pain Quotidien;2;Bar, Pub;“The Exceptional Integrity of Le Pain...”;No;No;0
8095;Filé Gumbo Bar;2;Bar, Pub;“Wonderful!”;No;No;0
8096;Greek From Greece;19;Bar, Pub;“We had some delicious French toast with...”;No;No;0
8097;Yonekichi Hell's Kitchen;2;Bar, Pub;“Terribly SLOW and DISORGANIZED Work Flow.”;No;No;0
8098;Elsie Rooftop;28;Bar, Pub;“Ok food, good service, bad drinks”;No;No;0
8099;The Hard Swallow (Big Lee's);2;Bar, Pub;“Rock/Metal bar...fantastic”;No;No;0
8100;Chickpea;6;Bar, Pub;“Clean and healthy”;No;No;0
8101;Chinito Latino;2;Bar, Pub;“A-”;No;No;0
8102;All Stars Sports Bar & Grill;21;Bar, Pub;“The fries were terrific also, hot crisp...”;No;No;0
8103;Sea Fire Grill;1,137;Steakhouse, Bar;“The lobster bisque was velvety and luscious.”;lobster bisque;Yes;1
8104;The BullPen Bar & Grille;29;American, Bar;“Ok food, nice service and have gluten...”;ribeye;Yes;1
8105;King Food Chen;3;Seafood;“Good but overcooked entree”;seafood paella;Yes;1
8106;Dunkin';2;Mediterranean, Turkish;“Convenient Location - Good service”;ribeye;Yes;1
8107;Valencia Bakery;9;Chinese;“They go out of thier way for the customer.”;No;Yes;1
8108;Cervantes' Oyster Shack & Bar;2;Seafood, Soups;“Interesting Location - Great Food”;No;Yes;1
8109;Lezzet Mediterranean Turkish Restaurant;17;Fast Food, European;“Very Authentic & Delicious”;No;Yes;1
8110;Hani Pacific;1 review;Italian, Pizza;“Order in”;No;Yes;1
8111;108 Food Dried Hot Pot;1 review;American;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;No;Yes;1
8112;Steak & Hoagies;2;Mexican;“We took the combined poultry and seafood paella and started with some appetiz...”;No;Yes;1
8113;McDonald's;1 review;Seafood, Mediterranean;“LOVE THIS PLACE”;No;Yes;1
8114;Dunkin';1 review;Pizza;“Dinner might be good, but brunch menu...”;No;Yes;1
8115;Benjamin Steakhouse;2,490;Chinese, Asian;““Best Kept Secret in Dumbo””;No;Yes;1
8116;Starbucks;1 review;Chinese;“Dissapointing meal at Sei Less”;No;Yes;1
8117;Joe & The Juice;1 review;Mexican;“The bartender/server suggested the ribeye as well as the special mashed potat...”;No;Yes;1
8118;Little Caesars;1 review;Italian;No;No;Yes;1
8119;Van Leeuwen;1 review;Chinese;No;No;Yes;1
8120;Taco Inn;1 review;Asian, Vietnamese;No;No;No;0
8121;Socarrat Paella Bar - Chelsea;225;Deli;No;No;No;0
8122;Wrap & Roll Grill;1 review;Pizza;No;No;No;0
8123;D'antigua Bar & Lounge;1 review;Chinese, Asian;No;No;No;0
8124;Kam Wei Kitchen;1 review;Bar, American;No;No;No;0
8125;Corner Bar;1 review;Bar, American;No;No;No;0
8126;Domino's Pizza;1 review;Bar, American;No;No;No;0
8127;Tim Ho Wan;35;Bar, American;No;No;No;0
8128;China Wok;1 review;Bar, American;No;No;No;0
8129;Subway;1 review;Bar, American;No;No;No;0
8130;Bar Tulix;2;Bar, American;No;No;No;0
8131;Miss Ks Italian Eatery;1 review;Bar, American;No;No;No;0
8132;Lao Jie Hot Pot;1 review;Bar, American;No;No;No;0
8133;Em Vietnamese Bistro;5;Bar, American;No;No;No;0
8134;Dunkin';1 review;Bar, American;No;No;No;0
8135;Adam's Market Place;1 review;Bar, American;No;No;No;0
8136;The Pizzeria;1 review;Bar, American;No;No;No;0
8137;Sei Less;2;Bar, American;No;No;No;0
8138;West Side Wok;1 review;Bar, American;No;No;No;0
8139;Ben & Jack's Steakhouse;87;Bar, American;No;No;No;0
8140;Balzem;100;Wine Bar, Mediterranean;“Amazing!!!”;fries;Yes;1
8141;Lena West Village;1 review;American, Deli;“The fries were terrific also, hot crisp...”;ribeye;Yes;1
8142;Wolfnights - The Gourmet Wrap;1 review;Bar, Pub;“Mediocre at Best”;tuna;Yes;1
8143;Jane's Street Cart;1 review;American;“Lunch Stop”;sashimi;Yes;1
8144;Chick-fil-A;1 review;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;pizza;Yes;1
8145;Green Fusion;1 review;Caribbean, Jamaican;“Highlights were the tuna tartare appetizer and the salmon entree.”;No;Yes;1
8146;All Stars Sports Bar & Grill;21;American, Diner;“カジュアル”;No;Yes;1
8147;Murray's Mac & Cheese;1 review;American, Steakhouse;“Good food. We liked it”;No;Yes;1
8148;Manhattan Brewhouse;2;Seafood;“Southern classics”;No;Yes;1
