series,series_code,country_name,country_code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"School life expectancy, primary, female (years)",UIS.SLE.1.F,Europe & Central Asia (IDA & IBRD countries),TEC,3.95283,3.92428,3.89389,3.86066,3.87629,3.97701,3.96847,3.99998,4.04695,4.07262,4.28504,4.33104,4.37134,4.33925,4.34443,4.35372,4.34495,4.3755,4.22806,4.22179,4.20595,4.17022,4.18455,4.16821
"School life expectancy, primary, female (years)",UIS.SLE.1.F,Central Europe and the Baltics,CEB,4.56021,4.58903,4.59853,4.6084,4.61253,4.63841,4.75347,4.80401,4.80807,4.83773,4.80954,4.83761,4.79461,4.77174,4.83429,4.81298,4.84428,4.86388,4.99113,5.02544,4.99298,4.96981,4.89658,4.90056
"School life expectancy, primary, female (years)",UIS.SLE.1.F,East Asia & Pacific,EAS,5.93195,5.90319,5.81988,5.75155,5.6748,5.59602,5.53657,5.50046,5.60797,5.71505,5.94401,5.99893,6.0367,5.93334,5.96339,5.96448,5.95748,5.97455,5.92179,5.93206,5.98692,6.02336,6.03622,6.10671
"School life expectancy, primary, female (years)",UIS.SLE.1.F,Euro area,EMU,5.0172,4.94596,4.94509,4.94601,4.93997,5.08855,5.1214,5.20424,5.18405,5.19387,5.1367,5.14441,5.19909,5.22362,5.26958,5.27821,5.27323,5.26423,5.24884,5.25594,5.24671,5.25281,5.24003,5.22579
"School life expectancy, primary, female (years)",UIS.SLE.1.F,Middle East & North Africa (excluding high income),MNA,4.76102,4.69313,4.69246,4.78466,4.71236,4.72,4.79943,4.84939,4.89959,4.96611,5.13591,5.16122,5.3998,5.4433,5.49858,5.53994,5.49522,5.54059,5.83812,5.86321,5.90718,5.93571,5.95931,5.97331
"School life expectancy, primary, female (years)",UIS.SLE.1.F,North America,NAC,6.26309,6.22083,6.17749,6.15843,6.20811,6.1772,6.19452,6.21125,6.19752,6.00505,6.04816,6.02738,6.04056,6.11951,6.14311,6.16237,6.12008,5.97943,5.98236,6.03328,6.07268,6.07954,6.06596,6.06595
"School life expectancy, primary, female (years)",UIS.SLE.1.F,OECD members,OED,5.80149,5.78903,5.76403,5.74309,5.75965,5.79226,5.82018,5.86256,5.87101,5.82238,5.81452,5.82325,5.8354,5.85912,5.89437,5.91595,5.90818,5.86587,5.77459,5.76551,5.76488,5.73252,5.71873,5.71614
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Latin America & Caribbean,LCN,6.50487,6.53431,6.55741,6.53942,6.54306,6.56782,6.60313,6.57015,6.60096,6.54584,6.38174,6.29744,6.27662,6.25609,6.26671,6.30978,6.29406,6.26642,6.26567,6.21916,6.21275,6.21219,6.19754,6.21133
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Europe & Central Asia,ECS,4.49816,4.45589,4.43611,4.42817,4.44808,4.56702,4.59314,4.67135,4.70481,4.73401,4.82579,4.86941,4.91119,4.89357,4.89992,4.91558,4.89581,4.90306,4.7899,4.78494,4.76657,4.75121,4.75391,4.73278
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Europe & Central Asia (IDA & IBRD countries),TEC,4.04514,4.0115,3.96855,3.94124,3.95866,4.07433,4.07637,4.12042,4.16658,4.19647,4.37404,4.41539,4.45067,4.40346,4.39869,4.39882,4.37866,4.39876,4.23306,4.22757,4.21282,4.18641,4.21271,4.19343
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Central Europe and the Baltics,CEB,4.61214,4.60703,4.64851,4.65739,4.65107,4.68204,4.82459,4.88764,4.88055,4.89577,4.85207,4.87202,4.8298,4.80233,4.86519,4.85439,4.88307,4.90101,5.01222,5.04513,5.01166,4.98841,4.93425,4.93677
"School life expectancy, primary, male (years)",UIS.SLE.1.M,East Asia & Pacific,EAS,6.33505,6.25745,6.17113,6.05886,5.95147,5.83338,5.72621,5.66462,5.74656,5.82744,6.02935,6.07921,6.1289,6.03281,6.07851,6.06747,6.0659,6.0312,5.95972,5.9797,6.02024,6.05038,6.05866,6.12873
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Euro area,EMU,5.03525,4.96774,4.96351,4.98161,5.00637,5.15676,5.17708,5.26967,5.24479,5.24291,5.19473,5.19762,5.26067,5.29114,5.33092,5.34235,5.32773,5.31557,5.27039,5.2743,5.25513,5.27974,5.26305,5.24902
"School life expectancy, primary, male (years)",UIS.SLE.1.M,Middle East & North Africa (excluding high income),MNA,5.69131,5.54087,5.50927,5.61209,5.47117,5.65901,5.5746,5.59525,5.61144,5.62751,5.66543,5.66572,5.91808,5.94895,5.96902,5.98539,5.92351,5.95995,6.13082,6.13939,6.16698,6.20045,6.2166,6.21687
"School life expectancy, primary, male (years)",UIS.SLE.1.M,North America,NAC,6.37994,6.34107,6.30082,6.2254,6.28052,6.25901,6.16429,6.07021,6.03977,6.09403,6.03706,6.05193,6.09405,6.07454,6.15609,6.1529,6.09276,6.03141,5.99419,6.03079,6.08128,6.12322,6.07634,6.07631
"School life expectancy, primary, male (years)",UIS.SLE.1.M,OECD members,OED,5.92207,5.90048,5.88398,5.85749,5.87477,5.91014,5.9152,5.93147,5.92314,5.9328,5.88739,5.90348,5.92745,5.91747,5.96134,5.97321,5.95135,5.92529,5.80352,5.78796,5.78342,5.76488,5.73992,5.737
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Latin America & Caribbean,LCN,69.80176,68.49971,70.99703,72.08944,74.43376,74.94881,75.96744,76.97257,78.10671,77.61158,80.39906,80.75097,81.28435,82.4013,81.87866,83.78156,83.79818,83.90147,85.21391,84.50142,85.81087,85.69261,85.34395,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Europe & Central Asia,ECS,96.14506,95.64704,95.5013,95.58817,96.00609,95.59544,95.21245,95.83063,95.81507,96.23501,96.54477,96.69396,96.68512,96.69745,96.13727,95.99897,97.03841,96.41142,95.12005,96.76088,97.6004,97.84375,97.80734,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,96.80701,95.99023,95.609,95.69279,96.27063,95.53855,94.92177,95.85991,95.81356,96.45936,96.6534,96.81498,96.9179,96.98074,96.10277,95.75107,98.01501,96.63139,94.08461,96.80402,97.88102,98.27857,98.20976,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Central Europe and the Baltics,CEB,95.83905,95.55616,96.33816,93.92,97.56639,94.8099,93.1457,97.69744,97.26722,97.32631,97.77628,97.5919,97.18719,96.59398,96.58105,96.76382,98.35034,97.51438,97.39724,97.31326,96.08073,98.02666,98.044,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,East Asia & Pacific,EAS,81.67381,83.69874,84.77669,85.59821,87.00272,87.69637,88.10407,88.59483,88.96901,89.70048,85.26743,82.58174,79.9398,83.14876,86.44301,89.05219,89.59243,89.96135,89.90102,92.21469,94.05491,94.10264,95.04744,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Euro area,EMU,95.07779,94.95017,95.14676,95.2077,95.44914,95.53563,95.54435,95.60928,95.59481,95.73676,96.38454,96.54118,96.26865,96.16747,95.78076,95.84131,95.29975,95.71587,95.72958,96.08469,96.35843,96.30841,96.29788,..
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,Middle East & North Africa (excluding high income),MNA,85.87993,85.9048,85.6544,85.57724,85.94431,85.8652,85.22869,85.36791,85.83085,85.93466,83.26296,81.76526,81.75913,83.03312,83.66468,84.29251,85.44665,86.36838,82.37521,83.13132,83.69163,83.88578,84.41966,..
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Latin America & Caribbean,LCN,11.17871,11.21222,11.19483,11.18286,11.23919,11.33396,11.39398,11.52449,11.60348,11.7103,11.54877,11.54913,11.55704,11.50026,11.46611,11.5685,11.62915,11.70059,12.0051,11.99149,12.04179,12.044,12.1227,12.1838
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Europe & Central Asia,ECS,10.87394,10.83896,10.92538,10.97391,11.01853,11.10787,11.12184,11.16493,11.23177,11.31586,11.70833,11.61444,11.68471,11.70146,11.73015,11.73989,11.72556,11.87444,12.3145,12.34726,12.34526,12.36971,12.37097,12.36226
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Europe & Central Asia (IDA & IBRD countries),TEC,10.04633,9.93449,9.84559,9.73968,9.77822,9.86379,9.85648,9.9241,10.0263,10.08889,10.67405,10.51832,10.52222,10.58033,10.6578,10.64066,10.62614,10.84457,11.46349,11.52876,11.53057,11.55678,11.60239,11.60267
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Central Europe and the Baltics,CEB,10.87752,10.74612,10.88265,10.90194,10.88107,11.00829,11.20644,11.2649,11.35582,11.46335,11.76895,11.59772,11.68387,11.72147,11.78721,11.81119,11.84157,11.89374,12.25127,12.27535,12.24212,12.25687,12.20807,12.21342
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,East Asia & Pacific,EAS,8.71256,8.78646,8.82421,8.82412,8.92102,9.05306,9.11355,9.15662,9.30971,9.53643,9.78401,9.96363,10.09264,10.1643,10.44849,10.58625,10.76002,10.86104,10.85818,10.88436,10.89359,11.02056,11.14793,11.28606
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Euro area,EMU,12.22749,12.31446,12.59194,12.90854,12.93837,13.00632,12.99216,12.85141,12.73777,12.78266,12.87165,12.81503,12.98896,13.03068,13.02448,13.04851,13.02205,13.07927,13.04106,13.06212,13.05729,13.10369,13.12242,13.11975
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,Middle East & North Africa (excluding high income),MNA,8.8238,8.6863,8.75744,9.03169,8.91546,9.01494,9.09347,9.20302,9.31156,9.40583,9.78445,9.87846,10.11349,10.15497,10.18762,10.25001,10.2667,10.35724,10.69055,10.7595,10.88272,10.95437,11.00643,11.05731
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,North America,NAC,11.87091,11.96955,12.07033,12.10906,12.09306,12.06618,12.02104,11.976,11.82535,11.73929,11.79688,11.78513,11.80544,11.81754,11.88757,11.89338,11.84262,11.71562,11.84897,11.94004,12.0647,12.10805,12.09762,12.09681
"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123,OECD members,OED,11.07643,11.16518,11.32437,11.44587,11.50183,11.56895,11.60533,11.64637,11.65231,11.67686,11.8774,11.86867,11.92854,11.95964,12.018,12.04892,12.08169,12.11128,12.46732,12.51162,12.55041,12.58569,12.55551,12.55372
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Latin America & Caribbean,LCN,11.20656,11.24174,11.2181,11.19109,11.25069,11.33106,11.40365,11.54155,11.6412,11.74089,11.65308,11.62369,11.64375,11.61543,11.60364,11.71216,11.77482,11.83002,12.1065,12.07193,12.12461,12.11142,12.19844,12.25777
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Europe & Central Asia,ECS,10.80118,10.77614,10.8482,10.88933,10.93236,11.02672,11.0406,11.06954,11.1223,11.20957,11.56665,11.49199,11.57397,11.60119,11.6395,11.66112,11.65757,11.79984,12.28143,12.31235,12.30956,12.30213,12.31052,12.30203
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Europe & Central Asia (IDA & IBRD countries),TEC,9.90453,9.80084,9.7075,9.61345,9.64908,9.73213,9.7206,9.75431,9.82578,9.89204,10.39946,10.28967,10.32232,10.40118,10.49403,10.50567,10.52294,10.73773,11.39517,11.46321,11.46507,11.45611,11.51041,11.51267
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Central Europe and the Baltics,CEB,10.89367,10.80778,10.89817,10.93556,10.94146,11.05304,11.21652,11.27141,11.35354,11.44505,11.72487,11.60999,11.67919,11.7095,11.77202,11.79065,11.82543,11.86717,12.20088,12.23372,12.19755,12.21992,12.15888,12.16469
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,East Asia & Pacific,EAS,8.25169,8.35321,8.38759,8.45371,8.58222,8.74287,8.83731,8.91912,9.11132,9.36553,9.64579,9.85931,10.0154,10.10268,10.38497,10.53872,10.72632,10.81595,10.85455,10.87715,10.90479,11.04102,11.18358,11.32359
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Euro area,EMU,12.26337,12.35257,12.61965,12.88816,12.90806,12.99156,12.97046,12.82149,12.71525,12.75618,12.84838,12.80108,12.96788,13.00066,13.00281,13.02642,12.9823,13.03446,13.0107,13.02971,13.0312,13.0525,13.08443,13.07893
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,Middle East & North Africa (excluding high income),MNA,7.82543,7.7799,7.89273,8.16242,8.13728,8.17033,8.35851,8.50816,8.66015,8.79181,9.27549,9.39587,9.65041,9.72246,9.8063,9.86665,9.88776,9.98424,10.40191,10.4814,10.62038,10.69503,10.75811,10.82128
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,North America,NAC,11.85606,11.9277,12.00007,12.05105,12.09237,12.02227,12.0843,12.14576,11.97844,11.73666,11.80874,11.82236,11.82162,11.82151,11.89931,11.88704,11.8942,11.717,11.87872,11.97413,12.04974,12.07721,12.07099,12.07014
"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F,OECD members,OED,10.95599,11.0489,11.18991,11.30332,11.37649,11.43063,11.50785,11.58327,11.59324,11.58956,11.80441,11.81337,11.88065,11.9151,11.98395,12.02331,12.08127,12.09514,12.4743,12.52096,12.55425,12.57017,12.56219,12.5606
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Latin America & Caribbean,LCN,1.00879,1.00786,1.00682,1.00524,1.0061,1.00288,1.00316,1.00429,1.00689,1.00567,1.01873,1.01321,1.0152,1.0201,1.02397,1.02483,1.02508,1.02208,1.01704,1.01366,1.01393,1.01143,1.01262,1.01224
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Europe & Central Asia,ECS,0.98759,0.98924,0.98675,0.98491,0.98452,0.98531,0.98514,0.98261,0.9802,0.98079,0.97648,0.97948,0.98153,0.98329,0.98494,0.98694,0.98872,0.9878,0.99485,0.99459,0.99447,0.98949,0.99063,0.99065
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Europe & Central Asia (IDA & IBRD countries),TEC,0.97371,0.97485,0.97371,0.97477,0.97392,0.97331,0.97212,0.96553,0.95986,0.96058,0.95065,0.95814,0.96333,0.96728,0.97031,0.97545,0.98118,0.98091,0.98846,0.98898,0.98899,0.98313,0.98462,0.98495
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Central Europe and the Baltics,CEB,1.0029,1.01128,1.00278,1.00569,1.01065,1.00788,1.00176,1.00113,0.99957,0.99685,0.99267,1.0022,0.9992,0.99799,0.99747,0.99661,0.99734,0.99565,0.99201,0.99341,0.99292,0.99411,0.99214,0.99222
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,East Asia & Pacific,EAS,0.9017,0.90872,0.90844,0.92189,0.92849,0.93605,0.9427,0.95094,0.95951,0.96578,0.97271,0.97976,0.9849,0.98792,0.9884,0.9914,0.99397,0.99201,0.99937,0.99874,1.00194,1.00348,1.00602,1.00625
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Euro area,EMU,1.00575,1.00607,1.00433,0.99682,0.99552,0.99769,0.99673,0.99546,0.99654,0.99594,0.99642,0.99786,0.99678,0.99546,0.99673,0.99668,0.99405,0.99337,0.99552,0.99529,0.99625,0.9926,0.99467,0.99426
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,Middle East & North Africa (excluding high income),MNA,0.80039,0.81459,0.82361,0.82765,0.84245,0.83184,0.85317,0.86218,0.87162,0.8806,0.90297,0.90869,0.91425,0.92002,0.92939,0.92943,0.93025,0.93188,0.94859,0.95075,0.95406,0.95486,0.95699,0.95928
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,North America,NAC,0.99755,0.99318,0.98868,0.99068,0.99989,0.99297,1.01036,1.02806,1.02562,0.99963,1.00201,1.00623,1.00269,1.0007,1.00196,0.99899,1.00855,1.00025,1.00494,1.00562,0.99758,0.99503,0.99572,0.99571
"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI,OECD members,OED,0.9813,0.98129,0.97853,0.97766,0.98064,0.97843,0.98406,0.98989,0.99004,0.98543,0.98805,0.99088,0.9921,0.9927,0.99451,0.99591,1.00003,0.99752,1.00128,1.00169,1.00085,0.99783,1.00132,1.00135
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Latin America & Caribbean,LCN,11.10887,11.15403,11.14207,11.13272,11.18252,11.29848,11.3677,11.49228,11.56158,11.67467,11.43884,11.47213,11.46944,11.38652,11.33196,11.42839,11.48674,11.57442,11.90362,11.90926,11.958,11.97454,12.04636,12.10959
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Europe & Central Asia,ECS,10.93695,10.89332,10.99387,11.05613,11.10421,11.19115,11.20711,11.26539,11.34696,11.42916,11.84527,11.73271,11.79182,11.79837,11.81743,11.81546,11.79059,11.94556,12.34503,12.37935,12.37801,12.43275,12.42696,12.41807
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Europe & Central Asia (IDA & IBRD countries),TEC,10.17198,10.05373,9.9696,9.86226,9.90745,9.99895,9.99937,10.10257,10.23673,10.29804,10.93935,10.73918,10.71525,10.75302,10.81514,10.77005,10.72473,10.94667,11.52819,11.59091,11.59267,11.65266,11.69018,11.68862
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Central Europe and the Baltics,CEB,10.86215,10.68722,10.86801,10.87368,10.82611,10.9666,11.19682,11.25865,11.3584,11.4812,11.8115,11.58456,11.68858,11.73313,11.8019,11.83079,11.85699,11.91897,12.29909,12.31492,12.28459,12.29229,12.25521,12.26008
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,East Asia & Pacific,EAS,9.15121,9.1923,9.23291,9.16996,9.24318,9.3402,9.37444,9.37924,9.49577,9.69736,9.91639,10.06296,10.16898,10.2262,10.50681,10.63013,10.79142,10.90312,10.86138,10.89088,10.8837,11.0027,11.11668,11.25321
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Euro area,EMU,12.19322,12.27799,12.56526,12.92927,12.96621,13.02168,13.01305,12.87994,12.75938,12.80813,12.89448,12.8286,13.00979,13.05992,13.04544,13.0698,13.06006,13.12147,13.06925,13.09132,13.08023,13.14983,13.15455,13.15443
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,Middle East & North Africa (excluding high income),MNA,9.77704,9.55071,9.58309,9.86215,9.65905,9.82203,9.79702,9.86816,9.93564,9.98389,10.2722,10.34004,10.55551,10.56769,10.5513,10.61577,10.62914,10.71407,10.96568,11.02437,11.13177,11.20061,11.24163,11.28067
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,North America,NAC,11.88524,12.00963,12.13743,12.16444,12.09366,12.10736,11.96043,11.81421,11.67918,11.74101,11.78501,11.7492,11.78987,11.81319,11.87606,11.89911,11.79336,11.71409,11.82037,11.90724,12.079,12.1375,12.12284,12.12208
"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M,OECD members,OED,11.16474,11.25952,11.43544,11.56166,11.60112,11.68267,11.69421,11.70156,11.70984,11.76095,11.94723,11.92204,11.97526,12.00275,12.05016,12.07267,12.08093,12.12519,12.4584,12.49983,12.54357,12.59748,12.54558,12.54361
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Latin America & Caribbean,LCN,7486923.821,7560926.712,7628001.941,7830411.125,8821744.755,8551449.413,9684937.823,9958046.872,10771412.77,11468133.24,14244517.32,15101791.85,16090650.93,17376651.72,18708769.81,20415762.01,21095257.09,22073542.53,25528256.89,26222790.9,27330345.89,28017183.62,28285386.97,28239097.68
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Europe & Central Asia,ECS,21342505.31,21750109.44,22285876.9,23156858.45,23618895.09,24372463.1,25366468.42,25956326.42,27152340.18,28495641.2,34100075.14,35003695.35,36230292.47,37256258.44,37903312.53,38320057.79,38774159.73,39247646.2,38061238.91,37631359.87,37767023.11,38143531.24,38492686.11,38597367.11
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Europe & Central Asia (IDA & IBRD countries),TEC,10868475.96,10772624.73,10633074.3,10743717.44,10877518.28,11394960.49,12004479.59,12359226.89,13217073.44,14351135.2,18546978.95,19065854.53,19986394.3,20840827.06,21413326.56,21772994.96,21968263.01,22052367.35,20593500.24,20164540.37,20160351.83,20275975.85,20355164.51,20459763.57
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Central Europe and the Baltics,CEB,1474824.568,1493065.577,1615621,1843796,2047648,2381838,2646240,2766011,3123554,3437561,4266682,4470875,4689291,4848493,5000653,5182347,5229919,5143766,4125340,3902921,3748637,3628980,3511960.416,3511960.299
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,East Asia & Pacific,EAS,14729002.53,14969976.05,14461364.2,17890398.34,19198913.68,18065014.01,19834895.74,22588173.55,24044091.65,25662086.98,35165312.81,38624360.92,41674481.47,44781253.5,47478990.84,49775232.81,53131689.76,55671631.62,70077823.26,71984931.97,72854088.14,73023596.03,73730683.8,74549845.82
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Euro area,EMU,8374705.568,8712471.064,9186363,9706769,9837482,10001420,10253220.92,10385231.28,10470026.84,10669294.84,11566974.6,11884205.4,12103927.8,12222660.33,12248107.64,12327239.83,12455564.84,12709473.33,13072440.94,13120403.43,13230282.95,13465805.4,13714759.69,13714759.61
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,Middle East & North Africa (excluding high income),MNA,2655280.275,2884769.4,3166939.633,3427956.827,3742091.205,4174463.529,4600769.072,5000928.04,5514578.895,5772593.836,6716857.462,7344537.848,7857113.803,8336827.624,9057043.164,9919424.455,10152982.89,10735199.03,12322403.15,12584761.74,12488830.4,12433014.88,12113499.98,12179392.22
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,North America,NAC,15627766.94,16304626.19,16234093.47,16083029.29,16063406.84,16025775.81,15245445.35,14477498.43,14990951.77,14416000.53,17902849.93,18226114.07,18244883.43,18875772.93,19182741,19694365,20551798,21859147,21279095,21096825.01,20882628.96,20640783.09,20565372.42,20565372.4
"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,OECD members,OED,34739579.57,36291198.36,36366739.97,39711863.78,40489900,39256175.17,40104759.83,41716518.45,43191960.78,43510937.65,50166295.4,51261000.48,52107246.95,53440628.6,54213320.78,55121446.94,56883943.97,59626325.26,62487318.73,62943389.13,64229307.35,64734243.53,65194720.71,64105698.72
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Latin America & Caribbean,LCN,3697660.102,3772359.857,3858495.012,4003251.707,4576952.919,4485098.162,5151510.605,5304515.775,5795797.024,6207229.295,7745938.339,8224437.053,8776417.888,9570256.022,10386835.82,11342708.33,11809132.3,12330663.35,14279203.1,14656215.17,15262741.2,15677735.45,15850017.54,15826413.48
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Europe & Central Asia,ECS,10677311.64,10948802.8,11273214.74,11775117.06,12147968.9,12567587.13,13152755.23,13597760.99,14277490.79,15046456.96,18288839.11,18914707.69,19627248.04,20201673.27,20560604.73,20816661.21,21027508.07,21203954.41,19999107.89,19728299.87,19696175.9,19872723.34,20074722.77,20137394.71
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Europe & Central Asia (IDA & IBRD countries),TEC,5653008.814,5593786.359,5523552.182,5600821.778,5699896.02,5954835.766,6245389.059,6479761.056,6971547.039,7605109.726,9967088.215,10339485.62,10861494.7,11317751.16,11624053.39,11842292.72,11912964.5,11909166.75,10640914.96,10371063.52,10271247.58,10298638.82,10341529.85,10404161.77
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Central Europe and the Baltics,CEB,759855.4836,778184.0462,849503.099,988970.548,1116100.283,1320211.659,1474573,1523766,1734578,1913518,2403663,2523105,2656802,2762296,2858160,2977146,3008378,2986416,2370486,2236227,2144190,2073788,2008196.083,2008195.987
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,East Asia & Pacific,EAS,5839022.722,6081603.03,6016213.788,7466482.433,8032435.034,7516900.42,8445039.64,9794028.566,10640022.65,11455548.03,16007823.38,17850828.71,19348281.28,21177140.2,22888588.02,24186584.59,26035260.07,27441705.63,35742066.68,36890756,37634863.16,37767465.7,38235575.01,38720905.76
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Euro area,EMU,4010056.826,4249498.942,4532010.024,4820728.984,4974412.187,5103206.831,5294780.597,5427213.639,5456486.006,5565619.822,6098685.639,6285159.687,6413296.707,6492798.931,6514587.649,6558486.484,6629359.468,6747551.11,6889506.805,6914248.025,6960799.765,7087364.588,7230763.487,7230763.429
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,Middle East & North Africa (excluding high income),MNA,1021980.308,1124238.704,1247016.44,1358451.081,1494530.156,1680416.726,1895494.996,2101674.47,2367388.535,2531809.354,3173084.007,3458061.847,3748279.293,4053300.984,4379459.292,4987170.472,5020232.9,5265948.227,5988677.698,6142260.627,6159708.512,6129351.983,6062144.246,6105061.502
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,North America,NAC,8510312.203,8914315.894,8887391.016,8813971.983,8850175.106,8858136.878,8457650.729,8056524.456,8346946.735,8041674.624,10138555.55,10394076.16,10435127.02,10817613.13,10991025.06,11253728,11739630,12468582,11977558,11863050.38,11708293.22,11637372.18,11627575.78,11627574.84
"Enrolment in tertiary education, all programmes, female (number)",SE.TER.ENRL.FE,OECD members,OED,17056093.04,18040113.88,18288880.89,19905938.94,20484195.5,20052076.25,20544473.65,21303682.39,22120941.89,22318120.01,26275353.21,26990467.33,27512464.1,28289346.63,28739136.04,29226617.5,30224777.37,31719444.35,32942493.69,33157001.1,33771935.03,34119801.89,34450713.32,33929515.44
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Latin America & Caribbean,LCN,17.29464,17.22337,17.13347,17.32276,19.19433,18.30543,20.36061,20.64296,22.67172,23.09332,28.07645,29.42428,31.05972,33.49644,35.90838,39.17241,40.33509,41.26629,47.67625,48.87865,50.71154,51.85784,52.71845,52.71709
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Europe & Central Asia,ECS,33.16617,33.77438,34.69724,36.19514,37.10763,38.51994,40.2045,41.2603,43.04041,44.9187,52.83874,54.15531,55.88039,57.26544,58.08786,58.74677,59.78057,61.24315,65.2665,66.12154,67.94576,70.0108,71.96682,72.62952
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Europe & Central Asia (IDA & IBRD countries),TEC,33.43431,32.57311,31.71363,31.67747,31.79523,33.0802,34.47204,35.1993,37.24898,39.80838,49.38878,50.50197,52.57534,54.40691,55.74169,56.7847,57.83003,59.11542,63.75949,64.81916,67.10409,69.61971,71.91742,73.17606
